,result_1,result_100,result_1000,result_10000,result_100000,result_2000,result_21097,result_30,result_4,result_42195,result_500,result_5000,result_60,result_6000,age,height,weight,weight_class,gender
326,,,,2649.0,,,,,,,,,,,53,195.6,86.6,H,M
328,,,,,,523.2,,6606.0,,,111.3,1311.9,,1614.5,64,170.2,91.6,H,M
329,288.0,19.0,234.4,2567.0,,486.0,,7145.0,1019.0,,110.8,1256.6,13665.0,1492.0,72,190.5,92.1,H,M
330,,,,,,606.0,,,,,,,,,62,,79.8,H,M
331,278.0,,235.3,2747.9,,514.1,6205.8,6659.0,,,110.6,1377.3,12641.0,1610.5,61,177.8,97.1,H,M
332,,,,,,,,5621.0,,,,1724.3,,,76,172.7,72.6,L,M
333,,,,,,,5782.4,7130.0,,,,,,,56,180.3,93.9,H,M
334,,,,,,,,7028.0,,,,,,,41,,89.8,H,M
335,,,,2807.0,,,,,,,,,,,67,,79.4,H,M
336,246.0,22.7,307.7,,,,,,,,138.0,,,,89,,81.6,H,M
337,,,,,,498.1,,,,,,,,,67,,81.6,H,M
338,,,317.0,,,671.5,,,,,,,,,77,,86.2,H,M
339,,,,,,,,6703.0,,,,1429.9,,1723.1,56,167.6,126.1,H,M
340,,,,,,471.2,,,,,104.5,,,,63,182.9,74.8,H,M
341,,,,,,478.4,,,,,,,,,53,185.4,101.6,H,M
342,,19.9,,,,486.8,,7018.0,,,105.6,,,,61,,71.2,L,M
343,,,235.8,,,,,6904.0,,,108.4,1440.6,,,50,180.3,70.8,L,M
344,,,,,,,,6660.0,,,,,14015.0,,50,,93.0,H,M
345,,,,2808.0,,,,6484.0,,,,1381.5,,,59,,74.4,H,F
346,352.0,16.1,206.3,2368.2,,,,,,,91.8,,,1386.3,55,188.0,114.8,H,M
347,,,,2479.1,,,5398.5,7190.0,,11216.8,,1226.4,14123.0,,62,188.0,79.8,H,M
348,,,,,,504.8,,6068.0,,,,,,,57,,112.0,H,M
349,,,,,,,,6593.0,,,,,,,53,,89.8,H,M
350,287.0,,241.4,,,487.6,,,,,,1292.3,,1648.5,51,170.2,83.9,H,F
351,292.0,,,,,,,,,,149.8,,,,57,188.0,82.6,H,M
352,361.0,15.6,195.0,2204.9,,414.5,,,,,85.1,,,1352.7,51,193.0,122.5,H,M
353,,,,2758.2,,,,6592.0,,,,1306.0,13102.0,,67,,90.7,H,M
354,,,,,,563.4,,,,,,1448.1,,,67,188.0,113.4,H,M
355,264.0,,239.6,2449.1,,,5593.1,7038.0,,,,1202.1,14374.0,,66,188.0,88.5,H,M
356,,,,3478.1,,639.9,,,,,,,,2016.2,63,,59.9,H,F
357,270.0,20.9,244.9,2798.4,,547.4,6688.6,6710.0,,,116.8,1291.0,,1590.0,71,180.3,81.2,L,M
358,,,,2747.4,,,,6706.0,,,,,,1638.9,63,185.4,77.1,H,M
359,,,,,,,,7271.0,,,,,,,45,185.4,78.9,H,M
360,272.0,,,,,,,,,,,,,,44,,127.0,H,M
361,,,,,,,,,,,,1215.2,,,43,182.9,94.3,H,M
362,,,220.5,,,,,,,,,,,,62,188.0,72.6,L,M
363,,,193.8,2291.0,,413.0,,7949.0,,,90.0,1123.0,,1369.0,50,200.7,117.9,H,M
364,,,,,,463.5,,,,,,,,,54,188.0,72.6,L,M
365,323.0,17.5,209.8,,,443.9,,7600.0,,,96.3,1157.4,,,65,177.8,74.8,L,M
366,,,,,,,,,,,,1519.3,,,50,177.8,77.1,H,M
367,,,,,,,,7004.0,,,,,,,63,182.9,86.2,H,M
368,312.0,,219.0,2428.4,,,5267.7,7374.0,,,,1182.0,14541.0,,61,188.0,71.7,L,M
369,,,,,,,,,,,,,,,74,177.8,85.3,H,M
370,,,255.9,,,,,,,,,,,,62,177.8,76.2,L,M
371,,,,,,412.5,,,,11535.2,,,,,46,182.9,95.3,H,M
372,303.0,,227.0,2571.8,,,,7052.0,,,,1248.9,13349.0,1496.9,56,182.9,76.2,H,M
373,333.0,,194.4,2173.2,,408.0,4730.9,8208.0,1226.0,,89.9,1062.3,15497.0,1276.7,52,180.3,88.5,H,M
374,,,,,,,,,,,,1417.0,,,67,,114.3,H,M
375,,,,,,481.8,,,,,,,,,48,193.0,99.8,H,M
376,,,,,,705.2,,,,,,,,,84,,98.9,H,M
377,,,201.9,2340.9,,,5211.0,7751.0,,,91.1,,14545.0,,62,182.9,73.9,H,M
378,,,230.9,,,,,6803.0,,,,1276.6,,,53,195.6,113.4,H,M
379,,,,,,,,,,,147.3,,,,74,182.9,89.8,H,M
380,,,,,,425.4,,,,,,,,1395.0,57,,86.6,H,M
381,,,196.7,,,412.5,,8023.0,,,91.4,1087.2,15427.0,,60,,88.9,H,M
382,,,,2375.9,,,5405.2,7453.0,,,,1185.6,,,51,167.6,79.4,H,M
383,319.0,17.3,225.2,,,489.2,,,,,93.3,,,,53,193.0,122.9,H,M
384,,,,,,,5945.6,,,,,,,,60,,74.8,H,M
385,,,,,,,,8181.0,,,,,,,54,,93.0,H,M
386,,,,,,,,,,,,1332.1,,,65,182.9,104.3,H,M
387,,,214.0,,,458.1,,7537.0,1014.0,,,1171.3,,1423.0,55,185.4,99.8,H,M
388,,,,,,,,6112.0,,,,,,,39,,68.0,H,F
389,,,,2862.1,,,,6553.0,,,,,,,69,175.3,70.3,L,M
390,,,204.2,2436.6,,,5357.7,7422.0,,,,1146.2,,1415.4,54,182.9,74.8,L,M
391,,,,2924.4,,,,,,,,,,,54,,69.9,L,M
392,,,,,,,,6258.0,,,,,,,62,180.3,84.8,H,M
393,,,247.8,2749.1,,503.1,,6965.0,,,,1279.1,,1565.0,59,188.0,87.1,H,M
394,334.0,16.9,,,,,,,,,97.4,,,,67,172.7,69.9,L,M
395,,,,2234.7,,444.5,5016.7,8153.0,,,,1069.7,15781.0,1426.1,51,198.1,104.8,H,M
396,,,,,,600.9,,,,,,,,,57,182.9,85.3,H,M
397,278.0,19.3,246.4,2929.1,,527.6,,6512.0,948.0,,108.8,1403.5,12325.0,1696.6,80,188.0,84.8,H,M
398,,,,,,405.2,,,,,,,,,24,185.4,90.7,H,M
399,,,223.0,2509.2,,467.1,5318.6,7131.0,,,102.0,1236.6,14359.0,1460.8,61,177.8,84.8,H,M
400,,,235.5,,,523.6,,,,,108.5,,,,77,,94.8,H,M
401,,,230.6,2520.2,,470.4,5534.0,7270.0,,,112.8,1235.8,14299.0,1466.0,54,,104.8,H,M
402,,,215.2,2448.2,,451.0,,,,,,1208.5,,,55,185.4,77.1,L,M
403,,,,,,,5445.6,,,,,,,,47,195.6,98.9,H,M
404,,,,,,,,,,,,1569.3,,,53,,69.9,H,M
405,,,,,,,,,,,85.9,,,,60,,79.8,H,M
406,,,226.1,,,498.9,,6959.0,1013.0,,,1238.2,,1523.1,66,177.8,95.3,H,M
407,,,,,,,,,,,,1463.0,,,65,,74.8,L,M
408,,,,2424.2,,,,7138.0,,,,,14144.0,,47,193.0,88.9,H,M
409,,,,,,,,,,,,,,1769.0,67,185.4,88.5,H,M
410,,,255.7,2723.9,,,,,,,129.0,,,1608.2,53,175.3,60.8,H,F
411,306.0,17.0,,,,,,,,,,,,,74,180.3,73.9,L,M
412,282.0,,218.8,2489.4,,458.3,,7266.0,,,,1226.7,14226.0,1501.7,49,,79.8,H,M
413,,,,2371.4,,,5437.1,6107.0,,,,1158.8,14169.0,,45,185.4,90.7,H,M
414,348.0,16.3,196.6,2274.9,,410.3,4991.7,8087.0,1184.0,10031.2,89.4,1094.1,15350.0,1331.7,56,175.3,74.4,L,M
415,,,213.8,,,436.3,,,,,99.6,1163.4,,,48,,69.9,L,M
416,,21.2,,2742.7,,506.4,5842.3,6850.0,,12198.6,132.5,1344.8,13115.0,1582.4,68,170.2,88.5,H,M
417,,,195.1,2331.8,,414.7,5247.4,7801.0,,,92.8,1121.2,15178.0,1352.3,57,200.7,122.5,H,M
418,215.0,26.8,326.0,,,,,5155.0,730.0,,151.3,1732.6,,2133.0,58,165.1,51.3,L,F
419,,,,,,,,,,,,1270.6,,,53,,94.8,H,M
420,,,,,,,,,,,,1693.8,,,64,175.3,84.8,H,M
421,,,,,,567.3,,,,,,1564.5,,,50,,111.1,H,M
422,,,213.2,2444.7,,440.5,5371.7,7450.0,,11141.1,,,14399.0,1451.9,52,185.4,88.9,H,M
423,322.0,,210.4,2574.3,,,,7017.0,,,97.5,1211.6,,,50,,89.8,H,M
424,,,,2816.9,,491.7,,,,,,1319.5,,,52,172.7,76.2,H,M
425,,,,,,432.4,,7816.0,,,,,,,52,188.0,97.5,H,M
426,,,,2307.2,,,,7894.0,,,,,,,60,,87.1,H,M
427,,,,,,,,6412.0,,,,1352.3,,,61,,79.8,H,M
428,317.0,17.6,216.1,2448.5,,458.8,5324.9,7517.0,1100.0,11479.6,98.9,1179.2,14673.0,1426.8,60,180.3,74.4,L,M
429,,,263.1,,,552.3,,,,,119.1,,,,64,,88.0,H,M
430,259.0,,264.4,,,547.3,,6902.0,921.0,,132.3,1426.4,,,54,,93.0,H,M
431,270.0,,,,,,,,,,,,,,79,,99.8,H,M
432,,,216.8,2330.2,,446.5,5353.6,7737.0,,,98.9,1159.1,15071.0,1451.7,58,188.0,93.0,H,M
433,,,,,,444.3,,7580.0,,,,1154.7,,,62,,91.6,H,M
434,,,219.2,,,,,7304.0,,,,,14288.0,,68,193.0,95.3,H,M
435,,,,,,,5436.4,7479.0,,,,,,,41,,91.2,H,M
436,,15.8,182.0,,,383.5,4759.2,,,,84.4,1029.0,,,48,185.4,84.8,H,M
437,,,,3025.8,,,,,,,,,,,70,180.3,94.3,H,M
438,206.0,,,,,,,,,,171.9,,,,89,177.8,79.4,H,M
439,,,,,,,,,,,127.1,1489.3,,,47,,74.8,H,F
440,,,,,,524.0,,,,,117.1,1362.2,,,74,185.4,81.6,H,M
441,,,,2820.0,,,,,,,,,,,51,185.4,84.8,H,M
442,,,,3341.4,,,,,,,,,,,64,167.6,66.7,H,F
443,,,,,,,,,,,,,,,81,177.8,90.7,H,M
444,,,,2298.2,,,5013.3,,,,,,,,54,185.4,93.0,H,M
445,283.0,,232.9,2806.1,,483.3,,6825.0,,,108.1,,13196.0,,74,,79.8,H,M
446,258.0,,248.8,,,498.4,,,,13888.0,,1335.2,,1595.3,42,175.3,86.2,H,F
447,,,,,,,,,,,,1095.7,,,60,190.5,108.9,H,M
448,,,,3152.1,,,,,,,,,,,65,,83.9,H,M
449,,,,2556.5,,,,7086.0,,,,1274.6,13772.0,,61,188.0,124.7,H,M
450,,,,,,,,,,,,,,,74,170.2,111.1,H,M
451,,,,,,,,,,,,1180.0,,,61,,79.8,H,M
452,,,,3188.4,,,,,,,,1417.3,,1758.3,66,177.8,68.0,H,F
453,,,,,,455.1,,,,,103.2,,,,52,195.6,108.9,L,M
454,,,218.0,,,,,,,,99.9,,,,70,172.7,65.8,L,M
455,,,306.4,2888.0,,585.6,,6201.0,,,133.2,,12311.0,,69,162.6,54.4,L,F
456,,,,3421.9,,,,,,,,,,,58,167.6,73.5,H,M
457,,,,,,483.7,,,,,,,,,54,,81.6,H,F
458,,,,3170.4,,550.7,6983.4,,,,130.6,1483.6,11524.0,,54,165.1,49.9,L,F
459,,,314.9,,,,,,,,,,,,64,,71.7,H,M
460,256.0,,,2473.0,,,,6995.0,,,,1342.0,,,61,160.0,53.1,L,F
461,,,,,,,,,,,,,,2154.0,62,193.0,115.7,H,M
462,,,,2343.0,,,,7416.0,,,,1165.0,15251.0,,52,193.0,99.3,H,M
463,,,265.5,,,,,6721.0,,,,,,,54,188.0,88.5,H,M
464,,,,2735.3,,,,,,,,,,,54,182.9,86.2,H,M
465,,,,,,,,7528.0,,,,,,,51,,78.5,H,M
466,,,264.0,,,515.0,,6589.0,,,,,,,66,,95.7,H,M
467,,,,2369.0,,456.4,,7592.0,,,100.4,1150.1,,1391.7,63,177.8,73.9,L,M
468,,,,,,,,8005.0,,,96.7,1136.5,,,50,,90.3,H,M
469,306.0,18.0,228.1,2749.1,,476.6,5660.9,7046.0,1001.0,,109.7,1273.2,13973.0,,74,177.8,82.1,H,M
470,,,,2489.6,,,,7329.0,,,,1188.0,,1418.4,64,180.3,101.6,H,M
471,,17.3,,,,,,8002.0,,,,,,1348.0,52,,89.8,H,M
472,,,,,,548.5,,,,,,,,,73,182.9,88.5,H,M
473,,,,2780.3,,502.3,,,,,,,,,43,,58.1,L,F
474,308.0,,,2570.0,,,,7350.0,,,,1208.0,,,58,,73.0,L,M
475,,,,2517.6,,,5430.0,,,,,,,,72,,86.2,H,M
476,,,269.2,,,,,,,,,,,,72,,76.2,L,M
477,,,,,,,,,,,,,12105.0,,75,182.9,79.8,H,M
478,,,,,,511.0,,,,,,,,,54,,79.8,H,M
479,298.0,,250.3,2698.9,,497.0,,6984.0,,,120.7,1261.4,,1538.7,70,182.9,88.5,H,M
480,318.0,,,,,464.7,,7636.0,,,,1183.4,,1434.6,63,190.5,88.5,H,M
481,,,,,,,,6934.0,,,,,,,69,188.0,87.1,H,M
482,,,,,,,,7333.0,,,,1193.7,,,58,182.9,88.0,H,M
483,,,,,,,,,,,,,,1645.9,67,188.0,90.7,H,M
484,271.0,20.1,292.7,,,597.5,,,,,144.6,1677.5,,2074.0,63,,92.5,H,M
485,,,,,,535.6,,6385.0,,,,1367.3,,,61,,86.2,H,M
486,,,,,,,,5219.0,,,,,,,70,,56.2,L,F
487,,,,2483.2,,,,7328.0,,,,,14308.0,,53,175.3,88.5,H,M
488,,,,,,534.4,,,,,,1401.6,,,69,177.8,,H,M
489,,,,3103.4,,,,,,,,,,,75,,,L,M
490,288.0,,227.7,2671.8,,475.6,5719.9,6913.0,,,107.9,,,1605.2,74,177.8,68.0,L,M
491,,,,2308.2,,,,,,,,,15257.0,,51,,129.3,H,M
492,,,,2898.8,,,,6148.0,,,,1489.0,,,66,175.3,63.5,L,M
493,307.0,18.8,,,,473.8,,6960.0,,,101.8,1241.4,,1533.6,77,,74.8,L,M
494,307.0,,225.4,2469.6,,,5384.8,7397.0,,11790.5,102.1,1212.6,,1462.7,49,,84.4,H,M
495,,,,2992.9,,,6432.2,,,,,1499.3,11861.0,1802.7,73,185.4,79.4,H,M
496,,,,,,,,,,12306.9,,,,,45,,,H,F
497,,,286.9,,,,,,,,,,,,61,,,H,F
498,,,,,,,,,,,,1536.0,,,73,,64.4,H,F
499,,,,,,,,,,,,1273.3,,,50,182.9,83.9,H,M
500,,,,,,,,6150.0,,,,,,,70,,102.1,H,M
501,338.0,,218.3,,,,,,,,,,,,26,,60.8,H,M
502,,,,,,,,,,,,1448.0,,,76,,81.6,H,M
503,270.0,21.3,271.9,3085.5,,582.9,,,,,,1466.1,,,64,,69.4,L,M
504,,,,2492.7,,,,7289.0,,,,,14344.0,,67,,99.8,H,M
505,,,219.5,,,,,7129.0,,,,,,,27,177.8,93.0,H,M
506,,,,,,,,7637.0,,,,1148.8,,,61,177.8,73.9,L,M
507,330.0,17.4,201.1,2417.1,,434.9,5193.7,7648.0,,10612.0,92.8,1183.3,14767.0,1408.2,76,193.0,86.2,H,M
508,,,,2796.5,,,,6589.0,,,,1362.8,12900.0,,61,180.3,81.2,H,M
509,,,,2337.4,,,,7758.0,,,,1138.8,,1378.4,60,,82.1,H,M
510,275.0,,247.8,,,560.2,,6310.0,947.0,,117.0,1423.7,12454.0,1654.0,78,185.4,90.7,H,M
511,,,,2567.4,,,,,,,,1237.7,,,58,,104.8,H,M
512,334.0,,,2373.1,,433.5,,7728.0,,,,1129.8,,,51,188.0,115.7,H,M
513,,,,,,518.7,5850.6,,,,,,,,73,175.3,65.8,L,M
514,311.0,18.4,224.1,2581.8,,478.1,,,,,100.3,1198.4,,1490.5,56,195.6,117.0,H,M
515,,,,2279.2,,430.0,4983.3,7866.0,,,,1105.9,15489.0,1366.0,67,188.0,82.1,H,M
516,,,,,,,,,,,,1224.9,,,52,177.8,69.9,H,F
517,267.0,,,,,533.7,,6345.0,917.0,,121.3,,,,61,,,H,F
518,330.0,,,,,,,,,,,,,,53,188.0,99.8,H,M
519,,,,2373.6,,,,7782.0,,,,,,,56,177.8,80.3,H,M
520,,,,,,,,,,,,1252.2,,,59,185.4,94.8,H,M
521,,,,,,,,,,,,1331.9,12633.0,,73,175.3,89.4,H,M
522,,,,2326.9,,422.1,,,,,94.6,1118.0,,,56,172.7,83.9,H,M
523,,,,,,616.4,,,,,,,,,90,180.3,68.9,H,M
524,,,,,,,,,,,,,,,57,,57.2,L,F
525,,,,,,,,6075.0,,,,1490.0,,,66,,87.1,H,M
526,,,,,,439.4,,,,,,1136.4,,,50,188.0,103.0,H,M
527,,,,,,,,,,,,1536.2,,,57,,88.5,H,M
528,177.0,,,,,,,,,,,,,,66,,,H,F
529,,,231.0,2564.6,,491.5,5834.1,6775.0,,,,,13810.0,,54,185.4,72.1,L,M
530,,,,2835.8,,,,,,,,1328.7,,1625.2,73,182.9,93.9,H,M
531,298.0,18.6,,2747.0,,529.7,,,1006.0,,108.8,1358.9,,,83,182.9,83.9,H,M
532,262.0,,,,,518.1,,6005.0,915.0,,125.9,,,,64,,62.1,H,F
533,,,,,,598.4,,,,,,,,,74,182.9,72.1,L,M
534,,,,,,474.1,,,,,,,,,65,188.0,99.3,H,M
535,,,,,,,,7127.0,,,,,,,61,,87.1,H,M
536,316.0,18.2,,,,,,,,,102.1,,,,70,,81.6,H,M
537,324.0,,218.0,2521.2,,477.3,,7227.0,1103.0,,,1243.2,,1524.4,66,177.8,91.2,H,M
538,,,,,,517.6,,,,,,,,,66,182.9,99.8,H,M
539,,,,2398.0,,449.6,,,1118.0,,,,,,60,180.3,90.7,H,M
541,,,,2674.8,,506.1,,,,,,1255.8,,,53,185.4,96.2,H,M
542,,18.7,224.0,2616.8,,476.6,,7191.0,,,,1226.6,,,67,188.0,88.0,H,M
543,,,,,,,,,,,,,,,72,,82.1,H,M
544,,,,2259.3,,,,,,,,,,,49,,70.3,L,M
545,,,,,,420.4,,,,,,,,,63,,77.1,H,M
546,,,,,,571.0,,,,,,,,,73,,81.6,H,M
547,,,,2248.5,,,,8223.0,,,,1072.1,,,41,198.1,120.2,H,M
548,367.0,15.1,179.0,2085.0,,379.3,4552.4,8679.0,1303.0,9512.9,82.7,998.6,16894.0,1208.4,51,185.4,93.0,H,M
549,,,,,,587.0,,,,,,,,,62,,73.9,L,M
550,,,191.3,2155.0,,405.2,4701.3,8316.0,,,,1054.7,16226.0,1279.0,49,185.4,104.8,H,M
551,,,,,,,,6658.0,,,,,,,56,175.3,58.1,L,M
552,,,241.5,2528.1,,487.3,5441.7,7171.0,,,108.2,1242.5,14221.0,1500.6,71,,66.7,L,M
553,,,,,,,,7337.0,,,,,,,53,,78.5,H,F
554,,,,2347.7,,,,8100.0,,,,,,,44,185.4,74.8,L,M
555,273.0,,,,,,,,,,,,,,83,165.1,68.0,L,M
556,,,,2664.6,,,,7015.0,,,,,,1551.4,53,,88.9,H,M
558,,,,2390.5,,452.2,,,,,,1162.9,,1395.4,38,,77.1,H,M
559,,18.9,,,,,,,,,,,,,46,180.3,68.0,L,M
560,,,,,,,,6323.0,,,,,,,72,175.3,82.6,H,M
561,,,215.5,,,503.0,,,,,92.3,,,,43,198.1,114.8,H,M
562,,,,3588.8,,647.7,,,,,,1679.2,,,80,,72.6,L,M
563,,,,,,,,7541.0,,,,,,,45,,99.8,H,M
564,211.0,,292.7,2956.7,,592.3,6644.2,,,,118.4,1372.3,,1756.0,50,182.9,79.4,H,M
565,,,,2367.6,,,,,,,,,,,56,,83.0,H,M
566,289.0,,,,,,,6605.0,966.0,,,,,,83,,88.5,H,M
567,272.0,,251.0,,,,,,952.0,,,1292.0,,,46,,103.9,H,M
568,,,,,,,5474.6,,,11898.3,,,,,54,,74.8,H,F
569,293.0,,232.6,2560.0,,479.8,6016.4,7154.0,,,106.3,1254.8,13528.0,1520.1,67,182.9,70.3,L,M
570,,,,,,416.2,,,,,,1134.2,,,46,190.5,91.2,H,M
571,,,,,,416.4,,,,,,,13821.0,,60,177.8,90.7,H,M
572,260.0,,233.1,2528.8,,,,6909.0,,,,1303.8,13965.0,1513.4,60,180.3,78.0,H,M
573,,,,,,,5690.4,7354.0,,,,,,,63,177.8,79.8,H,M
574,,,,,,,,,,,,,,,50,170.2,52.2,L,M
575,,,248.0,2695.4,,498.4,5892.2,,,,,1307.3,,1610.8,64,175.3,72.1,L,M
576,,,,,,506.7,,,,,,1317.5,,,59,,108.0,H,M
577,,,,,,,,,,,,1258.9,,,51,188.0,96.2,H,M
578,,,,,,479.7,,,,,,,,,58,,86.2,H,M
579,,,,,,,,,,,,,,,68,,81.6,H,M
580,,,,,,,4767.3,,,,,,,,52,182.9,89.8,H,M
581,,,,2760.9,,,,6649.0,,,,1275.4,,,72,,102.1,H,M
582,,,232.0,,,495.0,,6904.0,,,113.4,1288.0,,1551.5,65,,72.6,H,M
583,,,,,,715.9,,,,,,,,,76,172.7,113.4,L,M
584,241.0,,265.0,2861.8,,,,,,,,1350.0,,1679.3,70,182.9,73.9,L,M
585,,,,2349.3,,433.9,5308.2,7657.0,,,,1170.1,15127.0,1479.2,40,180.3,81.6,H,M
586,,,,,,636.2,,,,,,,,,71,,68.0,L,M
587,,,,,,538.0,,,,,,1414.2,,,57,,,H,F
588,,,,,,,4849.1,,,,,,15800.0,,37,190.5,96.6,H,M
589,,,,,,,,,,,,1313.9,,,49,,82.6,H,M
590,,,,,,,4916.0,,,10041.2,,,,,45,,94.8,H,M
591,,,,,,537.0,,,,,,,,,65,,88.5,H,M
592,,,,,,654.5,,5186.0,,,,1705.2,,,66,162.6,54.4,L,F
593,,,228.6,2629.2,,474.7,5969.7,,,,,,,,58,172.7,62.6,H,F
594,,,,,,,,6724.0,,,,1330.8,,,50,185.4,97.5,H,M
595,,,174.8,2008.1,,,,8917.0,1368.0,,,974.3,,,47,,102.1,H,M
596,350.0,,202.5,,,,4996.2,7921.0,1162.0,,,1118.1,15393.0,,54,,88.0,H,M
597,,16.2,186.2,,,396.6,4879.2,8191.0,,,88.2,,,,51,177.8,74.8,L,M
598,,,,2476.7,,453.6,,7322.0,,,,1190.4,14367.0,1476.4,60,,83.9,H,M
599,,,,,,,,7304.0,,,,,,,58,177.8,84.8,H,M
600,,,,2636.0,,,,6485.0,,,,,,,62,180.3,83.9,H,M
601,,,,2907.4,,534.9,6283.4,6445.0,,,,1385.9,,,60,,63.5,L,M
602,,,,,,,,,754.0,,,,,,70,,59.9,L,F
603,,,,,,544.7,,,,,,,,,79,172.7,96.2,H,M
604,290.0,,245.0,2639.0,,494.6,,6931.0,1014.0,,113.9,1276.0,,,54,,79.4,H,M
605,,,,,,,,7019.0,,,,,,,64,,90.7,H,M
606,,,,,,,,5330.0,,,,,,,74,,73.9,L,M
607,,,,,,481.2,,,,,,,,,69,172.7,73.0,H,M
608,,,,3131.0,,,,,,,,,,1922.0,70,177.8,82.6,H,M
609,,,187.2,2133.2,,391.9,,8276.0,,,,1039.2,16092.0,,40,,72.1,L,M
610,,,,2443.2,,,,,,,,,,,64,177.8,73.0,L,M
611,,,,2639.7,,533.9,,6614.0,,,,1377.9,,,71,,93.0,H,M
612,274.0,20.9,,,,,,,,,141.0,1492.9,,,64,180.3,98.0,H,M
613,266.0,21.1,243.2,2642.6,,496.7,,6900.0,1001.0,,113.7,1281.3,13155.0,1569.0,56,,117.9,H,F
614,305.0,,220.3,2508.8,,461.4,,7419.0,,,103.7,1193.0,14426.0,1503.1,64,182.9,83.0,H,M
615,,,,,,,,,843.0,,,,,,41,,103.9,H,M
616,,,234.5,2623.5,,,,6854.0,,,,1295.8,,1607.0,63,185.4,99.8,H,M
617,,,,,,450.0,,,,,,,,,46,,80.7,H,M
618,,,,2665.0,,506.0,,7200.0,,,,,13830.0,,79,,69.9,L,M
619,,,293.5,,,,,,,,123.0,,,,65,177.8,90.7,H,M
620,,,,,,,,6473.0,,,,,,,50,195.6,124.7,H,M
621,351.0,16.5,199.3,2380.4,,430.5,,7706.0,1169.0,,90.8,1140.4,,1395.7,51,,114.8,H,M
622,251.0,,264.2,2806.4,,535.7,,6640.0,,,,1373.6,,1659.7,64,182.9,98.9,H,M
623,,,,,,,,5625.0,,,,1533.2,,,75,,93.0,H,M
624,259.0,,,,,516.3,,,,,116.7,1355.2,,,82,188.0,93.4,H,M
625,,20.0,,2731.6,,,,,,,118.2,1341.8,,,70,175.3,84.8,H,M
626,285.0,,226.8,2586.0,,470.9,,6565.0,1051.0,11919.1,106.8,1247.2,12502.0,1554.0,69,180.3,104.3,H,M
627,,,,2498.4,,,5816.0,,,,103.9,1188.8,,1475.2,55,190.5,95.3,H,M
628,290.0,,231.8,2464.3,,476.9,5555.8,7482.0,,,,1189.0,,1477.4,57,185.4,104.3,H,M
629,,,,2783.7,,,,6688.0,,,,,13375.0,,78,185.4,82.6,H,M
630,,,,2726.2,,,,,,,,,,1586.8,53,,99.8,H,M
631,,,201.7,2260.7,26162.0,,5038.4,8039.0,,10109.7,94.9,,15059.0,1326.9,51,,84.8,H,M
632,,,220.7,,,459.5,,,,,106.5,1180.1,,1419.0,59,,,H,M
633,,,,,,,5489.4,,,,,,,,74,177.8,63.0,L,M
634,252.0,21.4,249.1,2755.3,,538.2,6118.0,6389.0,895.0,,122.6,1403.1,12671.0,1644.6,48,,,H,F
635,251.0,,258.9,2945.4,,539.1,,6392.0,,,125.8,1389.4,,1713.2,82,,59.9,H,F
636,,,,,,,,7359.0,,,,,,,58,180.3,88.0,H,M
637,,,,,,590.0,,,,,,1451.2,,,62,188.0,99.8,H,M
638,,,232.7,,,,,,,,,,,,35,170.2,62.6,L,M
639,,,275.0,2890.0,,554.0,,,,,,,,1704.0,59,,89.8,H,M
640,,,,,,,,6358.0,,,,1403.0,,,74,,,L,M
641,,,309.5,,,,,,,,141.3,,,,62,177.8,127.9,H,M
642,,,,,,,,,,,,,14275.0,,55,,88.9,H,M
643,312.0,,,,,449.5,,7500.0,,,,,,,55,180.3,86.2,H,M
644,,,,2298.3,,,5212.0,7838.0,,,,1137.0,,,46,,79.8,H,M
645,,,,,,,,,,,,,12597.0,,55,,122.0,H,M
646,,,,2500.3,,,5305.2,7614.0,,,,,14882.0,,62,182.9,89.8,H,M
647,,,,,,,,7069.0,,,,1282.3,,,55,,74.8,L,M
648,,,,3174.2,,586.2,,,,,135.0,1499.0,,,60,180.3,93.0,H,M
649,,,,,,,,6846.0,,,,1294.6,,,58,182.9,93.4,H,M
650,289.0,,231.9,2494.6,,489.3,,7067.0,,,,1236.7,,,50,177.8,92.1,H,M
651,,,,,,,,7626.0,,,122.9,,,,64,175.3,99.8,H,M
652,,,222.4,,,,,,,,106.2,,,,76,180.3,78.0,H,M
653,,,,,,595.5,,,,,,,,,70,,91.2,H,M
654,317.0,,,2465.0,,447.0,,,,,100.0,,,,71,188.0,83.5,H,M
655,,,237.0,2475.0,,480.0,,7366.0,,,,1218.6,14674.0,,72,182.9,74.8,H,M
656,,,,2830.0,,515.1,6502.3,6180.0,,,,,,,57,188.0,104.3,H,M
657,,,,,,519.2,,,,,,,,,62,180.3,84.4,H,M
658,,,,,,,,,,,126.1,,,,81,185.4,80.7,H,M
659,,,,,,,,6660.0,,,,,,,63,,79.8,H,M
660,,,,2926.8,,561.0,,,882.0,,136.2,1404.0,,1692.1,55,,83.9,H,M
661,,,,,,,,,,,,1164.0,,,54,,88.9,H,M
662,,,,,,,,7634.0,,,,1145.5,,,53,195.6,93.0,H,M
663,,,,,,,,,,,,1435.3,,,70,,78.9,H,M
664,,,228.1,2493.5,,465.0,5778.1,7301.0,,,106.4,1324.6,14403.0,1432.6,64,175.3,94.8,H,M
665,,,,2359.9,28706.2,,5302.0,,,10678.0,,,,,57,185.4,99.8,H,M
