,result_1,result_100,result_1000,result_10000,result_100000,result_2000,result_21097,result_30,result_4,result_42195,result_500,result_5000,result_60,result_6000,age,height,weight,weight_class,gender
42439,,18.3,,,,453.8,5397.2,7329.0,1099.0,,101.6,,,1473.6,23,172.7,73.9,H,F
42440,,,,,,,,7217.0,,,,,,,38,,,H,M
42441,265.0,26.1,285.6,2976.0,,616.3,,5290.0,812.0,,133.5,1576.5,,1621.0,64,162.6,74.8,H,F
42442,340.0,,,,,420.0,,7739.0,1185.0,,91.0,,,,25,,,H,F
42443,310.0,,258.3,2623.3,,505.0,5794.0,,,,108.5,1269.9,,1598.5,62,190.5,93.4,H,M
42444,,,,,,,,,,10896.9,,,15117.0,,34,,,H,M
42445,,,,,,501.3,,6437.0,1009.0,,,,,1678.3,55,177.8,79.4,H,M
42446,,,,2480.0,,,,7212.0,,,,,,,62,,,L,M
42447,,,,,,477.1,,,,,,1193.3,,,51,,,H,M
42448,,,,2262.4,,419.6,,,,10449.0,,,,,60,,,H,M
42449,,,,,,,,,,,89.0,,,1364.9,18,,,H,M
42450,,,,,,,,,,,,,,1538.4,28,,,H,F
42451,222.0,,,,,711.1,,,,,143.8,,,,51,162.6,,L,F
42452,278.0,,243.2,2730.4,,538.5,,,950.0,,108.2,1318.0,,1610.6,34,180.3,115.7,H,M
42453,,,219.0,2712.3,,452.2,,6875.0,,,,1320.2,,1518.1,17,177.8,63.0,L,M
42454,,,,,,,,6541.0,974.0,,114.1,,,1621.0,52,185.4,86.6,H,M
42455,287.0,,236.1,,,501.0,,6660.0,1002.0,,110.9,1335.9,,1643.4,53,,,H,F
42456,260.0,,248.1,3046.4,,525.4,,6026.0,909.0,,118.6,1436.1,,1727.7,26,,,L,F
42457,,,,,,534.5,5996.2,,,,,,,1607.3,52,165.1,54.9,H,F
42458,,,,,,,,6715.0,,,,,,,63,,,H,M
42459,,,,2323.4,,,5161.9,7823.0,,,,1124.6,,,55,188.0,88.5,H,M
42460,,,,2594.9,,,5810.5,7238.0,,,,1196.1,13656.0,,40,,,H,M
42461,,,,,,481.4,,,1043.0,,107.8,,,1503.2,31,,,H,M
42462,,,,,,,,,,,106.3,1410.2,,1624.3,62,,,L,M
42463,,,,,,,,,,,84.7,,,,31,,,H,M
42464,,,,,,509.9,,6645.0,1029.0,,110.1,,,1622.8,14,,,H,M
42465,,,,,,525.0,,6143.0,997.0,,113.6,,,,13,,,H,M
42466,,,247.8,,,,,,,,108.1,1453.0,,,40,175.3,76.2,H,M
42467,,,,,,522.8,,,,,,,,,45,,,L,F
42468,,,,,,,,,1104.0,,,,,,17,,,H,M
42469,,,,,,527.5,,,,,,1200.0,,,47,172.7,69.4,L,M
42470,,,,,,,,,,,99.5,,,,17,,,H,M
42471,,,,,,,,5100.0,,,,,,,53,,,H,F
42472,,,219.7,,,,,6998.0,,,,,,,40,,,L,M
42473,,,,,,600.6,,,,,,,,,47,,,H,M
42474,284.0,,233.4,2665.7,,,,,,,109.5,,13366.0,1551.8,22,170.2,56.7,L,F
42475,,,,,,,,6994.0,,,,,,,22,,,L,M
42476,293.0,21.3,,,,,,7030.0,1058.0,,,,,,19,,,H,M
42477,,,,,,426.8,,7612.0,1177.0,,90.8,,,1430.4,34,,,H,M
42478,,,,,,427.9,,,,,,1234.1,,,36,,,H,M
42479,,,,,,549.5,,,,,107.0,,,,41,167.6,59.0,L,M
42480,,,,2791.9,,,,,,,,,,,49,,,H,M
42481,,,237.9,,,,6053.4,,,,,,,,32,177.8,72.6,L,M
42482,,18.1,,,,589.7,,5801.0,,,,,,,54,170.2,95.3,H,M
42484,244.0,23.3,,3178.0,,582.5,7026.7,5811.0,,,,1662.6,10666.0,,48,165.1,83.5,H,F
42485,,,,,,,5911.6,,,,,,,,37,,,H,M
42486,,,,,,,,,,,,,,,39,162.6,64.0,H,F
42487,327.0,18.8,225.3,3063.1,,498.4,,6714.0,,,103.7,,,,34,,,H,M
42488,,,,,,,,,,,,,13764.0,1482.2,57,180.3,90.7,H,M
42489,,,,,,666.8,,5066.0,,,,,,,35,,,L,F
42490,,,,,,473.0,,,,,,1238.2,,,56,,,L,M
42491,348.0,16.5,207.0,2373.0,,465.4,5451.4,7126.0,,,89.2,1185.1,13708.0,1507.9,40,182.9,109.8,H,M
42492,,,193.2,,,,,7078.0,,,,,12563.0,,28,188.0,84.8,H,M
42493,,,,,,,,7015.0,,,,,,,48,185.4,86.2,H,M
42494,,,198.4,,,,,,1183.0,,,,,,42,188.0,78.0,H,M
42495,,,,2475.4,,,,,,,,,,,37,,,H,M
42496,,,,,,,,7168.0,,,,,,,52,,,H,M
42497,,,,,,,,7474.0,,,,,,,16,,,L,M
42498,,,,,,,,,,,,1248.0,,,58,,,H,M
42499,,,,,,,5821.6,,,13320.2,,1318.4,11625.0,,56,172.7,68.0,L,M
42500,,,,2649.0,,,,7012.0,,,,,,,29,,,H,F
42501,,,,,,,,6883.0,,,,,,,21,180.3,84.8,H,M
42502,,,,2359.0,,,5036.0,,,10646.0,,,,,42,195.6,97.1,H,M
42503,,,,2310.9,,399.9,,8212.0,,,83.9,1094.8,,,33,,,H,M
42504,,,,,,,,,1187.0,,,,,,26,,,L,M
42505,,,,,,,,7211.0,1106.0,,97.9,,,1631.5,23,,,L,M
42506,,,215.0,2467.2,,453.6,,7171.0,,,,,,,58,182.9,74.8,H,M
42507,,,,2838.3,,,6807.5,,,,,1356.7,,,60,180.3,73.5,L,M
42508,,,231.1,2681.2,,,,,,,,1279.9,,1511.0,36,182.9,89.8,H,M
42509,,,,,,,,,,,,,,1287.7,37,193.0,93.0,H,M
42510,,,,,,,,7270.0,,,,,,,48,,,H,F
42511,,,,,,,,7913.0,,,,,,,16,,,L,M
42512,,,,,,459.0,,,,,,1198.0,,,44,,,H,M
42513,,,,,,538.3,,,,,,1433.4,,,53,,,H,M
42514,268.0,,255.8,,,520.9,,6380.0,973.0,,120.9,1364.3,,1689.6,54,,,H,F
42515,,,,,,464.7,,,,,,1256.3,,,50,,,H,M
42516,,,248.1,,,,,,,,,,,,39,,,H,M
42517,,,,2567.5,,,,7035.0,,,,1239.2,,,54,190.5,82.6,H,M
42518,,,,2864.3,,,6507.0,6273.0,,,,,,1691.7,54,,,H,F
42519,288.0,19.8,232.6,,,476.8,,6793.0,,,,1269.4,,,15,,,L,F
42520,,,,,,374.0,,,,,,1065.0,,,16,,,L,M
42521,,,,,,650.9,,,,,126.8,,,,34,,,H,F
42522,,,252.1,,,,,,,,,,,,41,160.0,74.8,H,F
42523,,,,,,,,7791.0,,,,,,,35,,,H,M
42524,,,,,,684.1,,,,,,,,,47,160.0,54.9,L,F
42525,,,,,,,,,,,,1372.2,,,39,,,H,M
42526,,,,,,,,6021.0,,,148.4,,,,41,,,H,M
42527,,,299.2,,,,,,,,,,,,32,,,H,F
42528,,,,,,,,,,,,1545.6,,,31,,,L,F
42529,,,332.5,,,,,,,,,,,,37,167.6,117.9,H,F
42530,,,,,,,5697.0,,,10041.1,87.6,,,,37,175.3,81.6,H,M
42531,,,,2918.7,,501.4,,,,,,1490.9,,,40,165.1,68.9,L,M
42532,203.0,,284.8,3187.1,,,,5939.0,,,,1381.4,,1729.6,49,,,L,M
42533,,,,,,430.7,,7796.0,,,,,,,37,,,H,M
42534,,,,,,462.8,,7250.0,1079.0,,103.5,,,1465.6,16,,,H,F
42535,,,,,,447.0,,,,,,,,,44,188.0,78.0,H,M
42536,,,,2378.9,,,5249.2,,,,,1125.0,,,48,177.8,83.9,H,M
42537,,,,,,,,,,,,1547.6,,,33,170.2,74.8,H,F
42538,,,,,,467.1,,,1046.0,,,1263.5,,,22,175.3,67.1,L,M
42539,,,,,,416.7,,7964.0,,,92.1,,,1370.1,46,193.0,99.8,H,M
42540,300.0,,212.6,2547.2,,444.1,,,,,97.1,,,,49,175.3,78.9,H,M
42541,,20.3,,,,490.1,,,,,,1154.6,,,15,190.5,74.8,L,M
42543,,,,2642.3,,,,,,,,1236.2,,,40,185.4,75.3,L,M
42544,,,,,,462.1,,7295.0,,,105.8,1229.1,,,41,,,H,F
42545,,,,,,,,7114.0,,,,1239.1,,,53,185.4,74.8,L,M
42546,,,,,,,,,,,78.5,,,1198.8,28,,,H,M
42547,,,,2453.4,,459.9,,7919.0,,,,1120.9,13339.0,,37,,94.8,H,M
42548,,,,,,,,,,,,1179.4,,,15,,,H,M
42549,,,,,,,,,,,94.7,,,,37,,,H,M
42550,,,,,,583.0,,,,,,,,,57,,,H,F
42551,,,197.1,,,451.2,,7637.0,,,,,,,44,185.4,93.9,H,M
42553,,,,,,,,,,,,,,,51,,,H,M
42554,,,,,,,6434.5,,,,,,,,35,,,H,F
42555,,,,,,577.9,,,,,,,11373.0,,48,,,H,F
42556,262.0,,,,,,,,,,,,,,47,,,H,M
42557,,,219.0,2404.3,,446.8,5254.9,7550.0,,,,1161.2,14766.0,1393.9,57,,,L,M
42558,310.0,,,,,489.5,,7099.0,,,,,,,50,,,H,M
42559,,,,,,529.3,,,,,,,,,43,,,H,F
42560,,,,,,404.7,,8121.0,1225.0,,86.7,,,1309.5,22,,,H,M
42561,279.0,,271.2,2617.4,,466.1,,6862.0,,,,,,,38,182.9,73.0,H,M
42562,,,,,,,,6309.0,,,,,,,55,182.9,86.2,H,M
42563,,,,,,,,6839.0,,,,,,,58,,,H,M
42564,,,,,,,,5720.0,,,,1583.2,,,50,160.0,49.9,L,F
42565,,,,,,437.9,,7425.0,1163.0,,89.1,,,,29,,,H,M
42566,,,,,,,,,,,,1196.0,,,52,,,L,M
42567,,,,,,596.4,,,,,,,,,39,,,H,M
42568,,,,2357.4,,,,,,,,,,,26,,,L,M
42569,,,,,,420.0,,7803.0,1211.0,,88.3,,,1367.4,41,,,H,M
42570,,,293.9,,,631.8,,,,,,1767.1,,,15,,,H,F
42571,259.0,,247.4,2769.1,,538.5,,6547.0,,,,1398.1,,1663.2,50,182.9,89.8,H,F
42572,,16.4,,,,453.0,,,,,88.7,,,,35,185.4,90.7,H,M
42573,,,,2611.5,,,,7181.0,,,,1213.2,,,41,170.2,74.8,H,M
42574,,,238.6,,,,5926.9,,,,,,13091.0,,30,160.0,60.3,H,F
42575,,,,,,,,7895.0,,,,,,,42,,,H,M
42576,,,,2925.9,,,,,,,,,,,49,,,L,M
42577,,,277.0,,,574.3,,,,,,,,,38,,,L,F
42578,,,296.8,3287.7,,579.9,,5228.0,,,,1533.3,,,55,162.6,63.0,H,F
42579,,,,2567.1,,,,,,,,,,,46,175.3,78.9,H,M
42580,,,,,,,,,1321.0,,,,,,19,,,H,M
42581,372.0,14.9,,,,,,8223.0,1266.0,,83.7,,15127.0,1314.5,54,193.0,99.8,H,M
42582,,,,,,,,6795.0,1026.0,,113.0,,,1628.4,37,,,H,F
42583,,,,2545.5,,467.3,5490.9,,,,,1232.9,,,18,162.6,64.0,L,F
42584,,,,2444.2,,454.8,,,,,,,14402.0,,53,180.3,102.1,H,M
42585,,17.5,218.3,2493.0,,454.9,5265.7,7672.0,,,,1183.0,,,45,193.0,95.3,H,M
42586,,,,,,477.3,,7175.0,,,,1235.4,,,64,,,L,M
42587,,,,,,,,,,,,,,1236.6,23,,,H,M
42588,,,,,,460.3,,,,,,1215.2,,,48,185.4,86.2,H,M
42589,305.0,19.0,203.3,2390.1,,455.9,5218.9,7646.0,1090.0,12555.8,100.6,1179.3,15037.0,1415.6,37,185.4,102.1,H,M
42590,,,,,,,,,,,,,,1569.4,24,,,H,F
42591,,,,,,,,,,,,1484.9,,,47,177.8,79.8,H,M
42592,,,,2603.7,,449.5,,7261.0,,,,1224.3,,,31,185.4,89.8,H,M
42593,,,,,,,,7035.0,,,,,,,56,,,H,M
42594,268.0,,230.6,3117.9,,,5980.5,6344.0,,,,,13191.0,1562.7,49,182.9,93.0,H,M
42596,,,,,,718.0,,,,,,,,,74,,,H,F
42597,,,,3388.9,,,,,,,,1511.0,,,63,,,H,M
42598,,,,2846.7,,,6292.8,6413.0,,,,,,,20,,,H,F
42599,,,,2567.3,,465.7,,,,,104.4,,,,28,,,L,F
42601,,,,2955.7,,,,,,,,,,,39,,,H,M
42602,,,,2645.7,,,,,,,,,,,28,,,H,M
42603,295.0,,262.4,2748.9,,,6399.4,5860.0,,,,,12531.0,1729.1,45,180.3,80.7,H,M
42604,,,,,,,,5756.0,,,,,,,77,,,L,M
42605,,,,,,,,,,,,,,1423.9,30,,,L,M
42606,,,,,,,,6890.0,1029.0,,133.1,,,,32,,,H,M
42607,,,,3399.6,,625.9,,,,,,1694.8,,,38,,,H,M
42608,,,,,,424.6,,,,,,,,,53,182.9,90.7,H,M
42609,,,,2940.0,,,,,,,,1192.0,,,66,,,L,M
42610,,,,3252.1,,,,,,,,1415.7,,,52,,,H,M
42611,,,,2414.8,,,,,,,,1186.9,,1469.7,35,180.3,89.8,H,M
42612,,,,2959.3,,507.5,,,,,,1364.1,,1693.6,55,,,L,M
42613,,,,,,,,6725.0,,,,,,1584.9,44,,,H,M
42614,,,229.6,2546.1,,492.5,,7334.0,,,,1216.2,13880.0,,56,,,H,M
42615,,,,,,,,,,,,1200.8,,,61,,,H,M
42616,,,,,,,,5919.0,900.0,,123.2,,,,14,,,H,F
42617,,,,,,,,,854.0,,130.4,,,,13,,,H,F
42618,314.0,,225.0,2777.4,,495.7,,6908.0,,,,1298.4,13034.0,,59,177.8,88.0,H,M
42619,,26.5,,,,,,,750.0,,147.1,,,,12,,,H,M
42620,,,,,,675.2,,,,,,,,,35,,,H,F
42621,,,,,,414.8,5278.5,,,,,1118.4,15303.0,,39,188.0,102.1,H,M
42622,,,,,,,,,,,,1438.7,,,35,,,H,M
42623,,,,,,,,,,,,,12249.0,,14,172.7,59.0,L,M
42624,,,,,,427.0,,,,,,,,,31,188.0,104.3,H,M
42626,,,217.2,2508.5,,,,7203.0,,,,,,,32,182.9,83.0,H,M
42627,,,,,,466.7,,,,,,,,,34,,,H,M
42628,,,,2536.1,,,,,,,,,13256.0,,46,,,H,M
42629,,,,2432.8,,,,,,,,,,,34,,,H,M
42630,333.0,17.9,229.1,2947.7,,,,6525.0,,,,1320.4,,1541.0,40,190.5,147.4,H,M
42631,,,,,,,,7003.0,,,,,,1694.2,53,185.4,94.8,H,M
42632,,,,,,,,,,,135.3,,,,49,,,H,F
42633,,,,,,,,,,,,1277.4,,,60,,,H,M
42634,,,,,,518.1,,,,,,1480.9,,,43,182.9,93.9,H,M
42635,,,,3519.5,,593.9,,,,,,1770.6,,,35,,,H,F
42636,,,231.5,2864.0,,,6943.1,,,,,1281.9,,1794.2,36,185.4,94.8,H,M
42637,,,,2217.1,,,5016.9,,,,,,,,35,185.4,113.9,H,M
42638,,,,2454.2,,462.5,,,,,,,,,31,172.7,70.8,L,M
42639,,,,2621.6,,,,,,,,,,,33,170.2,70.3,L,M
42640,,,,,,520.1,,,,,,1343.1,,,49,172.7,76.2,H,M
42641,,,,,,,,,,11832.4,,,,,33,200.7,93.0,H,M
42642,301.0,,,,,459.6,,,,,102.0,,,,59,182.9,90.7,H,M
42643,,,,2437.7,,,5250.3,,,,,,14579.0,,42,180.3,,L,M
42644,,,263.7,,,,,,,,,,,,12,,,L,M
42645,,,,,,711.8,,,,,,,,,11,,,L,M
42646,,,,,,522.3,6472.0,6557.0,,,128.2,,,,39,167.6,89.8,H,F
42647,,,,2357.2,,,,,,,,,,,56,,,H,M
42648,,,195.0,,,,,,,,87.5,1136.0,,,20,,,H,M
42649,333.0,,205.6,2384.0,,435.3,,7655.0,,,90.7,1163.9,,1396.9,49,180.3,86.2,H,M
42650,,17.0,,,,427.5,,7577.0,,,95.0,,,,16,172.7,62.6,L,M
42651,,,,,,495.4,,,,,,1256.9,,,32,,,H,M
42652,271.0,18.0,248.0,2740.2,,,,,,,114.0,1311.3,,,63,172.7,88.9,L,M
42653,,,,,,,,6725.0,,,,,,,27,,,H,M
42654,,,215.4,2740.7,,,,,,,,,13405.0,,50,170.2,68.9,L,M
42655,,18.9,,,,480.7,,6526.0,,,,1302.2,,1584.7,51,180.3,86.2,H,M
42656,,,,,,,,,,,122.9,,,,54,,,H,M
42657,256.0,,262.0,2886.7,,,,,,,,,,1838.8,36,,,H,F
42658,,20.4,,,,478.5,,,,,112.3,,,,15,,,H,M
42659,,,,,,,,6262.0,,,,,,,59,,,L,M
42660,,,,,,466.4,,,,,,1257.4,,,67,,,H,M
42661,338.0,,197.2,2272.6,,415.1,5028.8,8041.0,,,92.3,1112.1,15309.0,1341.8,50,177.8,83.9,H,M
42662,,,,,,,,,,,,1132.7,,,53,177.8,81.6,H,M
42663,,,,,,444.3,,,,,,,,,36,,,H,M
42664,,,,,,556.1,,,,,122.3,1703.7,,,43,,,H,M
42665,,,,,,476.9,,,,,,,,,50,182.9,84.8,H,M
42666,,,,,,,,,,,,1082.8,,,25,188.0,84.8,H,M
42667,,,,,,401.1,,8142.0,,,,,,,27,177.8,82.1,L,M
42668,,,,2672.6,,,,7224.0,,,,1333.0,,,32,182.9,74.8,H,F
42670,315.0,,226.6,,,462.8,,,,,99.4,1247.4,,,38,177.8,76.2,H,M
42671,,,,2535.4,,,,,,,,,,,51,,,H,M
42672,242.0,,278.3,3080.4,,553.0,,,,,128.4,,,1770.8,64,188.0,102.1,H,M
42673,,,,,,,,6672.0,,,,,,,57,190.5,120.2,H,M
42674,,,,2480.8,,,,,,,,,,,43,,,H,M
42675,,,,,,,,5600.0,,,,,,,64,177.8,86.2,H,M
42676,,,,,,527.1,,,,,119.3,1403.5,,,57,170.2,60.3,L,F
42677,,,,,,,,6756.0,,,,,,,51,,,H,M
42678,,15.0,201.9,,,,,,,,,,,,52,,,H,M
42679,,,,,,,,,,11519.9,,,,,19,,,H,M
42680,,,,,,,,6422.0,,,,1407.4,,,57,,,L,F
42681,,,216.1,,,,,,,,,,,,35,175.3,79.8,H,M
42682,,,,,,,5193.2,,,,,,,,20,182.9,81.6,H,M
42683,,,203.0,,,,,,,,,,,1559.3,28,177.8,117.9,H,M
42684,,,,2421.3,,431.0,,,,,,,,,35,,,L,M
42685,,,291.1,,,558.8,,,,,,,,,49,,,H,M
42687,,15.9,,2577.4,,,,7000.0,,,,,,1473.3,53,177.8,84.8,H,M
42688,,,238.8,2702.2,,,,6615.0,,,,1324.5,,1596.3,43,172.7,72.6,H,F
42689,,,223.5,,,,,,,,,1176.2,,,44,188.0,95.3,H,M
42690,,,,,,,,,,,,1344.8,,,60,172.7,81.6,H,M
42691,,,,2565.0,,474.3,,,,,,1227.1,,,43,,,H,M
42692,,,,,,,,,,10227.4,,,,,17,,,H,M
42693,,,,,,,,,,,,,,,48,,,H,F
42694,,,201.0,,,,,,,,,,,,39,,,H,M
42695,279.0,,239.0,2632.1,,490.1,,,,,,1282.3,,1556.5,53,,,L,F
42696,,,,,,490.1,5945.9,,,,,,,,34,185.4,117.9,H,M
42697,,,,2373.9,,460.7,,7722.0,,,,1166.0,13846.0,1374.4,45,195.6,99.8,H,M
42698,,,,,,,,7122.0,,,98.2,,,,43,,,H,M
42699,,,,,,585.8,,,,,,,,,33,177.8,84.8,H,M
42700,,,,,,433.6,,7682.0,1129.0,,98.7,,,,65,185.4,73.9,L,M
42701,,,,,,546.0,,,,,117.0,,,,74,185.4,88.9,H,M
42702,,,285.0,,,,,,,,,,,,57,,,L,F
42703,,,295.3,,,,,,,,,,,,51,,,H,M
42704,,,,,,,,,,10867.0,,,,,18,,,H,M
42705,,,,,,438.6,,,,,,1179.1,,,17,175.3,59.9,L,M
42706,,12.8,,,,,,,,,75.6,,,,28,,,H,M
42707,281.0,,224.6,2458.3,,455.0,5443.7,7388.0,1036.0,11722.1,,1193.3,14283.0,1444.6,42,,,H,F
42708,,,,,,,,,,10713.7,,,,,17,,,H,M
42709,255.0,,292.6,,,599.7,,,,,,,,,70,175.3,76.7,L,M
42710,,,191.3,,,,,,,,,,,,33,,,H,M
42711,,,,2313.9,,428.0,,7678.0,,,,1134.9,,,39,,,H,M
42712,325.0,17.9,,2658.8,,461.4,,6981.0,,,95.3,1217.0,,1538.2,38,,,H,F
42713,,,,,,,,7119.0,,,,,,,39,195.6,124.7,H,M
42714,,,,,,,,,,,108.5,,10966.0,,15,180.3,64.4,L,M
42715,,,205.3,2394.4,,,5318.5,,,,,1161.8,14557.0,,43,,80.7,H,M
42716,,,,2551.5,,,,,,,,,,,61,,,H,M
42717,,16.6,194.4,2667.3,,439.0,,,,,,1135.9,,,29,,,L,M
42718,,,,2305.4,,,,7829.0,,,,1107.9,,,39,180.3,74.8,H,M
42719,,,219.7,,,441.5,,,,,,1165.2,,,30,,,H,M
42720,,,,,,521.5,,,,,,1292.8,,,56,175.3,78.0,H,M
42721,,,,,,599.5,,,,,,1587.4,,,69,,,H,M
42722,,,,,,,,8024.0,,,,1122.5,,,38,,,H,M
42723,,,,,,475.5,,,,,,,,,24,,,L,M
42724,,,,,,,,6071.0,,,,1363.2,,,68,180.3,100.7,H,M
42725,322.0,16.5,202.4,2375.9,,420.7,,,1159.0,,93.5,1110.3,,,51,188.0,110.2,H,M
42726,,,,,,,,,,,,1181.6,,,36,,,H,M
42727,,,,,,,,6031.0,,,,,,,59,,,H,F
42728,,,,,,612.3,,,,,,,,,53,,,H,F
42729,,,216.0,,,,,,,,,,,,29,,,H,M
42730,,,,,,,,,,,,1536.0,,,41,,,H,F
42731,,,,2606.5,,,6014.2,7040.0,,,,,13102.0,,61,,,H,M
42732,,,,,,,,,,,177.3,,,,8,,,L,F
42733,,,,2384.3,,,5237.3,7681.0,,,,1156.3,,1398.2,47,172.7,72.1,L,M
42734,,,,,,,,7315.0,,,,,,,36,,,H,M
42735,317.0,17.9,215.4,2542.9,,455.5,,7257.0,,,98.4,1205.5,,,38,177.8,78.9,H,F
42736,,,,,,,5065.5,,,,,,,,34,177.8,73.9,L,M
42737,265.0,,239.7,,,499.8,,7009.0,985.0,,,1255.4,,1523.2,17,170.2,58.1,L,F
42738,,,,,,,,,,11312.8,,,,,36,,,H,M
42739,,,220.0,2623.9,,,,,,,,1226.0,,,27,,,H,M
42740,,,,2471.5,,459.9,,7520.0,,,,1168.4,,,49,195.6,98.9,H,M
42741,,,,,,485.6,,6681.0,1047.0,,110.7,,,,16,,,H,F
42742,,,,2788.5,,,,,,,,,,,39,,,H,M
42743,,,,2315.1,,438.3,,7872.0,,,,1136.2,,,52,182.9,69.9,L,M
42744,,,,,,,,6807.0,,,107.3,,,,14,,,H,F
42745,,,,,,,,7112.0,1095.0,,102.7,,,,18,,,H,F
42746,,,,,,452.0,,7206.0,1088.0,,103.0,,,,19,,,H,F
42747,,,,,,534.1,,6378.0,,,119.8,,,,17,170.2,52.6,L,F
42748,,,,2550.0,,,6014.0,7205.0,1064.0,,,1248.0,13500.0,,55,,,H,M
42749,,,,,,,,,1095.0,,,,,,18,,,H,F
42750,,,234.2,,,502.2,,,,,,,,,36,182.9,78.0,H,M
42751,,,,,,480.8,,6801.0,1098.0,,109.2,,,,15,,,H,F
42752,,,,,,,,,,,119.2,,,,14,,,L,F
42753,,,,2900.7,,,,,,,,1280.6,,,39,,,H,M
42754,,,,,,449.0,,,,,,1372.2,,,44,,,H,M
42755,,,,2857.1,,474.9,,,,,,,,,42,172.7,68.0,L,M
42756,,,211.3,2376.0,,430.9,,,,,107.0,1159.6,13577.0,,47,177.8,74.4,L,M
42757,330.0,,201.4,2353.2,,,5341.3,,,,92.0,1141.1,,1402.3,37,185.4,83.0,H,M
42759,,,,2858.3,,,,,,,,,,,31,172.7,64.9,H,F
42760,,,203.3,2448.8,,,,7675.0,,,91.3,1113.5,,,21,,,H,M
42761,,,,,,,,,,,,1218.6,,,42,180.3,83.0,H,M
42762,,,,2394.3,,,5246.1,,,,,,14718.0,,64,,,H,M
42763,332.0,,201.5,2390.8,,450.1,5257.8,,,,,,,1420.6,30,,,L,M
42764,,,,,,,,,,,102.7,,,,39,,,H,F
42765,297.0,,231.0,2486.6,,483.8,5683.1,,,13237.9,,1194.3,,1604.3,57,180.3,81.2,H,M
42766,,,253.0,,,,,,,,,,,,49,,,L,M
42767,,,,,,,5870.8,,,,,,,1474.3,50,,,L,M
42768,,,245.4,,,,,,,,,,,,52,,,H,M
42769,,,201.9,,,,,,,,,,,,53,,,H,M
42770,,,,2809.9,,,,,,,,1298.0,,,44,,,H,F
42771,,,,2429.2,,,,,,,,,,,56,180.3,79.8,H,M
42772,,,,2641.1,,,,,,,,1269.8,,,42,190.5,115.7,H,M
42773,,,241.2,,,,,,,,,1376.3,,,57,,,H,M
42774,,,,,,435.4,,,,,,,13766.0,,16,,,L,M
42775,,,,2457.2,,468.6,,,,,,1200.1,,,43,188.0,83.0,H,M
42776,,,215.6,,,,,5812.0,,,,,,,50,,,H,M
42777,,,,2990.3,,711.4,,,,,,1425.8,,,42,,,H,M
42778,,19.0,,,,470.5,,,,,99.7,,,,51,170.2,74.8,L,M
42779,,,,,,475.9,,,,,,,,,63,185.4,101.6,H,M
42780,,,206.6,2322.8,,418.3,,7886.0,,,94.9,1168.6,,,32,,,L,M
42781,,,,,,,,6829.0,,,,,,,42,,,H,M
42782,,,,,,,,,,,,1327.4,,,58,172.7,77.1,L,M
42783,281.0,,,,,,,,,,,1382.7,,,43,177.8,,H,M
42784,,,220.3,,,439.3,,,,,,,,,16,,,L,M
42785,263.0,18.8,257.9,3282.5,,526.3,,5215.0,843.0,,117.1,1547.7,,,14,167.6,59.9,L,M
42786,,,207.3,,,,,,,,,,,,38,,,H,M
42787,,,,,,,,6949.0,,,,,,,47,,76.7,H,M
42788,,,280.3,,,577.0,,,,,,,,,55,172.7,59.9,L,F
42789,,,,3018.5,,490.6,,6470.0,,,109.7,1358.9,,,54,182.9,95.3,H,M
42790,293.0,,,2403.2,,446.3,,7579.0,,,,1179.8,14493.0,,37,182.9,94.8,H,M
42791,314.0,17.8,210.6,2381.5,,433.5,,7801.0,,,,1185.4,15118.0,1388.3,52,,,H,M
42792,,,205.4,,,,,,,,,1104.9,,,41,,,H,M
42793,,,,,,,6258.8,,,,,,,,32,180.3,63.5,H,F
42794,,,216.2,2288.2,,431.3,5183.8,,,,,1170.3,14540.0,,35,,,H,M
42795,,,,,,461.8,,,,,,,,,46,,,L,M
42796,,,,3110.4,,,,,,,,,,,38,,,H,F
42797,,,,2438.2,,,,,,,,,,,48,185.4,94.8,H,M
42798,,,,2320.7,,,,,,,,1125.5,,,32,,,H,M
42799,,,243.9,,,,,,,,,,,1800.0,51,,,H,M
42800,245.0,,,,,573.8,,,,,,,,,17,,,H,F
42801,,,,,,,,,,,,1386.8,11685.0,,16,154.9,64.9,H,M
42802,,,,,,,,,,,111.6,,,,51,,,H,F
42803,,,,,,,,,,,101.7,,,,43,172.7,,H,F
42804,341.0,,202.5,,,403.5,5577.8,,,,,,,,20,177.8,,H,M
42805,,,257.6,2932.6,,,,,,,111.0,1393.8,,,38,175.3,78.9,H,M
42806,,,,,,394.4,,7926.0,,,,,,,16,,,H,M
42807,,,,,,,,6605.0,,,,,,,46,175.3,71.2,L,M
42808,,,211.5,2635.5,,454.6,,6962.0,,,,,,,51,177.8,73.0,L,M
42809,,,220.3,2586.6,,431.3,,6617.0,,,,1320.5,13535.0,1557.1,43,193.0,104.3,H,M
42810,,,,2795.1,,,6265.6,6559.0,,,,1346.6,12865.0,1635.1,68,167.6,66.7,L,M
42811,,,,,,429.9,5550.1,,,,,,,,26,,,H,M
42812,312.0,,,,,,,7109.0,,,,1208.6,14054.0,,28,,,H,M
42814,,,,,,649.8,,,802.0,,169.9,,,,81,,,L,F
42815,,,,,,,,,,,,1159.9,,,19,193.0,99.8,H,M
42816,,,214.6,,,,,,,,93.1,1177.4,,,39,,,H,M
42817,341.0,17.0,,,,443.0,,,,,,,,,35,185.4,95.3,H,M
